,NACE,,Lincoln Park,Park,,,,,
,LIRI,,Little River Canyon,National Preserve,,,,Good,
,NACC,,Logan Circle,Park,,,,,
,LONG,,Longfellow,National Historic Site,,,,"Danelle digitized off DOQ, not accurate, need info from park after their survey",
,LYJO,,Lyndon B. Johnson,National Historic Park,,,,Shifted 0.02 miles,
,MAVA,,Martin Van Buren,National Historic Site,,,,Good,
,MCHO,,McLoughlin House,National Historical Park,,,,Good  (copied from Dean's),
,NACC,,McPherson Square,Park,,,,,
,ROCR,,Melvin C. Hazin Park,Park,,,,,
,ROCR,,Meridian Hill Park,Park,,,,,
,MIIN,,Minidoka Internment,National Monument,,,,Good,
,MISS,,Mississippi,National River and Recreation Area,,,,"Generally shifted about 0.01 miles, but off 0.14 miles in spots",
,MNRR,,Missouri,National Recreation River,,,,Good,
,NACC,,Monroe (James) Park,Park,,,,,
,ROCR,,Montrose Park,Park,,,,,
,MOCR,,Moores Creek,National Battlefield,,,,Good,
,MORR,,Morristown,National Historical Park,,,,Shifted 0.02 miles,
,MORA,,Mount Rainier,National Park,,,,Shifted 0.06 miles,
,NACC,,Mount Vernon Square,Park,,,,,
,MUWO,,Muir Woods,National Monument,,,,Shifted 0.06 miles,
,NACC,,National Capital Parks - Central,Park,,,,,
,NACC,,National Law Enforcement Memorial,Park,,,,,
,NPSA,,National Park of American Samoa,National Park,,,,Big Problems,
,ROCR,,National Zoological Park Entrance,Park,,,,,
,NABR,,Natural Bridges,National Monument,,,,Shifted 0.06 miles,
,NAVA,,Navajo,National Monument,,,,Shifted 0.04 miles,
,NEBE,,New Bedford Whaling,National Historical Park,,,,,
,NERI,,New River Gorge,National River,,,,Major differences,
,NEPE,,Nez Perce,National Historical Park,,,,4 units missing from Dean's set; one ID unit has discrepancy; MT unit not aligned with BIHO,
,NIOB,,Niobrara,National Scenic River,,,,Shift 0.02 mi.,
,ROCR,,Normanstone Parkway,Park,,,,,
,ROCR,,North Portal,Park,,,,,
,OCMU,,Ocmulgee,National Monument,,,,Good,
,ROCR,,Old Stone House,Park,,,,,
,OLYM,,Olympic,National Park,,,,Shifted 0.06 - 0.07 miles,
,NACE,,Oxon Run,National Parkway,,,,,
,NACC,,Pan American Annex,,,,,,
,NACE,,Park,Park,,,,,
,PERI,,Pea Ridge,National Military Park,,,,Many small differences,
,PECO,,Pecos,National Historic Park,,,,Shifted 0.03 miles,
,PEVI,,Perry's Victory and International Peace,Memorial,,,,"Same general shape & area, but distinctly different boundaries",
,PETE,,Petersburg,National Battlefield,,,,Dave's poly includes additional acreage & additional units; Significant discrepancies,
,PETR,,Petroglyph,National Monument,,,,Shifted 0.03 miles,
,ROCR,,Pinehurst Parkway,Park,,,,,
,ROCR,,Piney Branch Portal,Park,,,,,
,POPO,,Poverty Point,National Monument,,,,Good,
,PRSF,,Presidio of San Francisco,,,,,Shifted 0.06 miles (overlaps FOPO due to shift,
,PRWI,,Prince William Forest,Park,,,,Good  (copied from Dean's),
,ROCR,,Rabaut Park,Park,,,,,
,RABR,,Rainbow Bridge,National Monument,,,,Shifted 0.04 miles,
,RORI,,Rosie the Riveter WWII Home Front,National Historical Park,,,,Good,
,ROLA,,Ross Lake,National Recreation Area,,,,Shifted 0.06 miles,
,RUCA,,Russell Cave,National Monument,,,,Good,
,NACE,,STANTON PARK,Park,,,,,
,SAHI,,Sagamore Hill,National Historic Site,,,,Shifted 0.02 miles,
,SAGU,,Saguaro,National Park,,,,Shifted 0.04 miles,
,SACN,,Saint Croix,National Scenic River,,,,Shifted 0.01 miles; Dean's set has a couple of islands; many minor discrepancies (see south terminus),
,SAGA,,Saint-Gaudens,National Historic Site,,,,Shifted 0.03 miles,
,SAMA,,Salem Maritime,National Historic Site,,,,Shifted 0.03 miles,
,SAAN,,San Antonio Missions,National Historic Park,,,,Shifted 0.02 miles,
,SAFR,,San Francisco Maritime,National Historical Park,,,,Good (unit is within GOGA)  (copied from Dean's),
,SAJH,,San Juan Island,National Historical Park,,,,Shifted 0.06 miles,
,SARA,,Saratoga,National Historical Park,,,,Shifted 0.02 miles,
,SAIR,,Saugus Iron Works,National Historic Site,,,,Shifted 0.03 miles,
,NACC,,Scott Circle,Park,,,,,
,SHEN,,Shenandoah,National Park,,,,Shifted 0.02 miles; Discrepancy at south end (at BLRI); other minor discrepancies,
,NACE,,Sheperd Parkway,Park,,,,,
,NACC,,Sheridan Circle,Park,,,,,
,ROCR,,Sherman Circle,Park,,,,,
,SHIL,,Shiloh,National Battlefield,,,,Good,
,ROCR,,Soapstone Valley,Park,,,,,
,NACC,,Southwest Waterfront Park (Titanic Mem),,,,,,
,SPAR,,Springfield Armory,National Historic Site,,,,Shift 0.02 mi.,
,STLI,,Statue Of Liberty,National Monument,,,,Shifted 0.02 miles,
,STEA,,Steamtown,National Historic Site,,,,Significant section missing from Dave's poly; many small differences,
,STRI,,Stones River,National Battlefield,,,,Good,
,ROCR,,Tenley Circle,,,,,,
,THKO,,Thaddeus Kosciuszko,National Memorial,,,,Good  (copied from Dean's),
,NACC,,"The Mall, Agricultural Grounds",Park,,,,,
,NACC,,"The Mall, Henry Park",Park,,,,,
,NACC,,"The Mall, L'Enfant Square",Park,,,,,
,NACC,,"The Mall, Seaton Park",Park,,,,,
,NACC,,"The Mall, Seaton Section",Park,,,,,
,NACC,,"The Mall, Smithsonian Grounds",Park,,,,,
,NACC,,"The Mall, Union Square",Park,,,,,
,THRI,,Theodore Roosevelt Inaugural,National Historic Site,,,,"near buffalo NY, what park?",
,THST,,Thomas Stone,National Historic Site,,,,Shifted 0.02 miles; small discrepancy,
,NACC,,Town Center Park,Park,,,,,
,NACE,,Triangle Park,Park,,,,,
,NACC,,Triangle Park (BOLIVAR [SIMON] STATUE),Park,,,,,
,NACC,,Triangle Park (JUAREZ STATUE),Park,,,,,
,NACC,,Triangle Park (SAN MARTIN STATUE),Park,,,,,
,NACE,,Twining Park,Park,,,,,
,VAMA,,Vanderbilt Mansion,National Historic Site,,,,Shifted 0.02 miles,
,ROCR,,Ward Circle,Park,,,,,
,NACC,,Washington Circle,Park,,,,,
,NACC,,Washinton Monument,Memorial,,,,,
,WEFA,,Weir Farm,National Historic Site,,,,Shift 0.02 mi.,
,ROCR,,Westmoreland Circle,Park,,,,,
,WHHO,,White House,Park,,,,,
,ROCR,,Whitehaven Parkway,Park,,,,,
,NACC,,Whitman (Walt) Park,Park,,,,,
,WIHO,,William Howard Taft,National Historic Site,,,,Very different boundary,
,WORI,,Women's Rights,National Historical Park,,,,Shifted 0.02 miles; Dave's poly is larger,
,BLCA,,Black Canyon of the Gunnison,National Park,,,2004/06/18,Lands - http://landsnet.nps.gov/tractsnet/documents/BLCA/Metadata/blca_metadata.xml,
,CEBE,,Cedar Creek and Belle Grove,Historical Park,,,2005/04/07,Lands - http://landsnet.nps.gov/tractsnet/documents/CEBE/Metadata/cebe_metadata.xml,
,LIBI,,Little Bighorn Battlefield,National Monument,,,2005/02/23,Lands - http://landsnet.nps.gov/tractsnet/documents/LIBI/Metadata/libi_metadata.xml,
,CHIR,,Chiricahua,National Monument,,,2004/07/08,Lands - http://landsnet.nps.gov/tractsnet/documents/CHIR/Metadata/chir_metadata.xml,
,FOBO,,Fort Bowie,National Historic Site,,,2004/05/12,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBO/Metadata/fobo_metadata.xml,
,MANA,,Manassas,National Battlefield Park,,,2004/06/29,Lands - http://landsnet.nps.gov/tractsnet/documents/MANA/Metadata/mana_metadata.xml,
,MOJA,,Mojave,National Preserve,,,2004/03/08,Lands,
,TUMA,,Tumacacori,National Historical Park,,,2003/04/22,Lands,
,TUZI,,Tuzigoot,National Monument,,,2003/11/21,Lands - http://landsnet.nps.gov/tractsnet/documents/TUZI/Metadata/tuzi_metadata.xml,
,WHMI,,Whitman Mission,National Historic Site,,,2003/11/05,Lands,
,WABA,,Washita Battlefield,National Historic Site,,,2004/09/22,Lands - http://landsnet.nps.gov/tractsnet/documents/WABA/Metadata/waba_metadata.xml,
,HOME,,Homestead,National Monument,,,2004/05/17,Lands - http://landsnet.nps.gov/tractsnet/documents/HOME/Metadata/home_metadata.xml,
,SCBL,,Scotts Bluff,National Monument,,,2004/05/17,Lands - http://landsnet.nps.gov/tractsnet/documents/SCBL/Metadata/scbl_metadata.xml,
,WOTR,,Wolf Trap National Park for the Performing Arts,,,,2004/11/03,Lands - http://landsnet.nps.gov/tractsnet/documents/WOTR/Metadata/wotr_metadata.xml,
,GRKO,,Grant-Kohrs Ranch,National Historic Site,,,2004/11/18,Lands - http://landsnet.nps.gov/tractsnet/documents/GRKO/Metadata/grko_metadata.xml,
,MONO,,Monocacy,National Battlefield,,,2005/01/10,Lands - http://landsnet.nps.gov/tractsnet/documents/MONO/Metadata/mono_metadata.xml,
,ANTI,,Antietam,National Battlefield,,,2005/01/10,Lands - http://landsnet.nps.gov/tractsnet/documents/ANTI/Metadata/anti_metadata.xml,
,GRSA,,Great Sand Dunes,National Preserve,,,2004/11/04,Lands,
,PIRO,,Pictured Rocks,National Lakeshore,,,2005/02/15,Lands - http://landsnet.nps.gov/tractsnet/documents/PIRO/Metadata/piro_metadata.xml,
,CASA,,Castillo de San Marcos,National Monument,,,2005/02/28,Lands - http://landsnet.nps.gov/tractsnet/documents/CASA/Metadata/casa_metadata.xml,
,LYBA,,Lyndon Baines Johnson Memorial Grove on the Potomac,National Memorial,,,2005/05/31,Lands - http://landsnet.nps.gov/tractsnet/documents/LYBA/Metadata/lyba_metadata.xml,
,JICA,,Jimmy Carter,National Historic Site,,,2005/07/12,Lands - http://landsnet.nps.gov/tractsnet/documents/JICA/Metadata/jica_metadata.xml,
,WUPA,,Wupatki,National Monument,,,2005/07/29,Lands - http://landsnet.nps.gov/tractsnet/documents/WUPA/Metadata/wupa_metadata.xml,
,GREE,,Greenbelt,Park,,,2005/08/31,Lands - http://landsnet.nps.gov/tractsnet/documents/GREE/Metadata/gree_metadata.xml,
,TUAI,,Tuskegee Airmen,National Historic Site,,,2005/10/21,Lands - http://landsnet.nps.gov/tractsnet/documents/TUAI/Metadata/tuai_metadata.xml,
,PORE,,Point Reyes,National Seashore,,,2005/10/25,Lands,
,FOSU,,Fort Sumter,National Monument,,,2005/11/03,Lands - http://landsnet.nps.gov/tractsnet/documents/FOSU/Metadata/fosu_metadata.xml,
,MALU,,"Martin Luther King, Jr.",National Historic Site,,,2005/11/18,Lands - http://landsnet.nps.gov/tractsnet/documents/MALU/Metadata/malu_metadata.xml,
,CARL,,Carl Sandburg Home,National Historic Site,,,2005/11/18,Lands - http://landsnet.nps.gov/tractsnet/documents/CARL/Metadata/carl_metadata.xml,
,FLFO,,Florissant Fossil Beds,National Monument,,,2005/11/22,Lands - http://landsnet.nps.gov/tractsnet/documents/FLFO/Metadata/flfo_metadata.xml,
,DETO,,Devils Tower,National Monument,,,2005/12/19,Lands - http://landsnet.nps.gov/tractsnet/documents/DETO/Metadata/deto_metadata.xml,
,NISI,,Ninety Six,National Historic Site,,,2006/03/20,Lands - http://landsnet.nps.gov/tractsnet/documents/NISI/Metadata/nisi_metadata.xml,
,CHPI,,Charles Pinckney,National Historic Site,,,2006/03/20,Lands - http://landsnet.nps.gov/tractsnet/documents/CHPI/Metadata/chpi_metadata.xml,
,BUIS,,Buck Island Reef,National Monument,,,2006/03/20,Lands - http://landsnet.nps.gov/tractsnet/documents/BUIS/Metadata/buis_metadata.xml,
,CAWO,,Carter G. Woodson,National Historic Site,,,2006/03/22,Lands - http://landsnet.nps.gov/tractsnet/documents/CAWO/Metadata/cawo_metadata.xml,
,CHRI,,Christiansted,National Historic Site,,,2006/03/21,Lands - http://landsnet.nps.gov/tractsnet/documents/CHRI/Metadata/chri_metadata.xml,
,ARCH,,Arches,National Park,,,2006/06/19,Lands,
,LEWI,,Lewis and Clark,National Historical Park,,,2006/06/14,POC for this update:  craig_dalby@nps.gov - http://landsnet.nps.gov/tractsnet/documents/LEWI/Metadata/lewi_metadata.xml,
,PAIS,,Padre Island,National Seashore,,,2006/06/05,Lands,
,SUCR,,Sunset Crater Volcano,National Monument,,,2006/08/11,Lands - http://landsnet.nps.gov/tractsnet/documents/SUCR/Metadata/sucr_metadata.xml,
,HOFR,,Home of Franklin D. Roosevelt,National Historic Site,,,2006/03/07,Lands - http://landsnet.nps.gov/tractsnet/documents/HOFR/Metadata/hofr_metadata.xml,
,ELRO,,Eleanor Roosevelt,National Historic Site,,,2006/03/07,Lands - http://landsnet.nps.gov/tractsnet/documents/ELRO/Metadata/elro_metadata.xml,
,CHIS,,Channel Islands,National Park,,,2006/09/12,Lands,
,WHIS,,Whiskeytown,National Recreation Area,,,2006/09/12,Lands,
,WAPA,,War in the Pacific,National Historical Park,,,2006/09/21,Lands,
,CATO,,Catoctin Mountain,Park,,,2006/09/28,Lands - http://landsnet.nps.gov/tractsnet/documents/CATO/Metadata/cato_metadata.xml,
,FILA,,First Ladies,National Historic Site,,,2006/11/07,Lands - http://landsnet.nps.gov/tractsnet/documents/FILA/Metadata/fila_metadata.xml,
,PISP,,Pipe Spring,National Monument,,,2006/12/07,Lands - http://landsnet.nps.gov/tractsnet/documents/PISP/Metadata/pisp_metadata.xml,
,GOIS,,Governors Island,National Monument,,,2007/01/31,Lands - http://landsnet.nps.gov/tractsnet/documents/GOIS/Metadata/gois_metadata.xml,
,ANJO,,Andrew Johnson,National Historic Site,,,2007/01/24,Lands - http://landsnet.nps.gov/tractsnet/documents/ANJO/Metadata/anjo_metadata.xml,
,FOBU,,Fossil Butte,National Monument,,,2007/02/22,Lands - http://landsnet.nps.gov/tractsnet/documents/FOBU/Metadata/fobu_metadata.xml,
,EFMO,,Effigy Mounds,National Monument,,,2007/02/22,Lands - http://landsnet.nps.gov/tractsnet/documents/EFMO/Metadata/efmo_metadata.xml,
,THRO,,Theodore Roosevelt,National Park,,,2007/02/27,Lands - http://landsnet.nps.gov/tractsnet/documents/THRO/Metadata/thro_metadata.xml,
,FODA,,Fort Davis,National Historic Site,,,2007/03/23,Lands - http://landsnet.nps.gov/tractsnet/documents/FODA/Metadata/foda_metadata.xml,
,HOVE,,Hovenweep,National Monument,,,2007/04/06,Lands - http://landsnet.nps.gov/tractsnet/documents/HOVE/Metadata/hove_metadata.xml,
,FLNI,,Flight 93,National Memorial,,,2007/04/25,Lands - http://landsnet.nps.gov/tractsnet/documents/FLNI/Metadata/flni_metadata.xml,
,HEHO,,Herbert Hoover,National Historic Site,,,2007/06/07,Lands - http://landsnet.nps.gov/tractsnet/documents/HEHO/Metadata/heho_metadata.xml,
,JAGA,,James A Garfield,National Historic Site,,,2007/07/10,Lands - http://landsnet.nps.gov/tractsnet/documents/JAGA/Metadata/jaga_metadata.xml,
,KEWE,,Keweenaw,National Historical Park,,,2007/07/10,Lands - http://landsnet.nps.gov/tractsnet/documents/KEWE/Metadata/kewe_metadata.xml,
,WACA,,Walnut Canyon,National Monument,,,2007/07/19,Lands - http://landsnet.nps.gov/tractsnet/documents/WACA/Metadata/waca_metadata.xml,
,TAPR,,Tallgrass Prairie,National Preserve,,,2007/07/27,Lands - http://landsnet.nps.gov/tractsnet/documents/TAPR/Metadata/tapr_metadata.xml,
,COSW,,Congaree,National Park,,,2007/08/27,POC for this update:  alex_gregg@nps.gov - http://landsnet.nps.gov/tractsnet/documents/COSW/Metadata/cosw_metadata.xml,
,SARI,,Salt River Bay,National Historical Park & Ecological Preserve,,,2007/08/28,Lands - http://landsnet.nps.gov/tractsnet/documents/SARI/Metadata/sari_metadata.xml,
,VIIS,,Virgin Islands,National Park,,,2007/08/31,POC for this update:  dean_gettinger@nps.gov - http://landsnet.nps.gov/tractsnet/documents/VIIS/Metadata/viis_metadata.xml,
,SAJU,,San Juan,National Historical Site,,,2007/08/31,POC for this update:  dean_gettinger@nps.gov - http://landsnet.nps.gov/tractsnet/documents/SAJU/Metadata/saju_metadata.xml,
,AZRU,,Aztec Ruins,National Monument,,,2007/09/20,Lands - http://landsnet.nps.gov/tractsnet/documents/AZRU/Metadata/azru_metadata.xml,
,ABLI,,Abraham Lincoln Birthplace,National Historic Site,,,2007/10/03,Lands - http://landsnet.nps.gov/tractsnet/documents/ABLI/Metadata/abli_metadata.xml,
,CARI,,Cane River Creole,National Historical Park,,,2007/10/16,Lands - http://landsnet.nps.gov/tractsnet/documents/CARI/Metadata/cari_metadata.xml,
,LABE,,Lava Beds,National Monument,,,2007/10/17,Lands - http://landsnet.nps.gov/tractsnet/documents/LABE/Metadata/labe_metadata.xml,
,ANIA,,Aniakchak,National Monument,,,2008/01/08,Lands,
,GAAR,,Gates of the Arctic,National Park,,,2008/01/08,Lands,
,GAAR,,Gates of the Arctic,National Preserve,,,2008/01/08,Lands,
,GAAR,,Gates of the Arctic,Park & Wilderness,,,2008/01/08,Lands,
,GLBA,,Glacier Bay,National Park,,,2008/01/08,Lands,
,KLGO,,Klondike Gold Rush,National Historical Park,,,2008/01/08,Lands,
,CUVA,,Cuyahoga Valley,National Park,,,2008/04/09,Lands - http://landsnet.nps.gov/tractsnet/documents/CUVA/Metadata/cuva_metadata.xml,
,WHSA,,White Sands,National Monument,,,2008/04/04,Lands,
,BRCA,,Bryce Canyon,National Park,,,2008/03/27,Lands - http://landsnet.nps.gov/tractsnet/documents/BRCA/Metadata/brca_metadata.xml,
,WICR,,Wilson's Creek,National Battlefield,,,2008/04/14,Lands - http://landsnet.nps.gov/tractsnet/documents/WICR/Metadata/wicr_metadata.xml,
,JODR,,"John D. Rockefeller, Jr.",Memorial Parkway,,,2008/04/14,Lands - http://landsnet.nps.gov/tractsnet/documents/JODR/Metadata/jodr_metadata.xml,
,CAVE,,Carlsbad Caverns,National Park,,,2008/04/17,Lands - http://landsnet.nps.gov/tractsnet/documents/CAVE/Metadata/cave_metadata.xml,
,KEMO,,Kennesaw Mountain,National Battlefield Park,,,2008/04/22,Lands - http://landsnet.nps.gov/tractsnet/documents/KEMO/Metadata/kemo_metadata.xml,
,HUTR,,Hubbell Trading Post,National Historic Site,,,2008/05/13,Lands - http://landsnet.nps.gov/tractsnet/documents/HUTR/Metadata/hutr_metadata.xml,
,DEPO,,Devils Postpile,National Monument,,,2008/05/14,Lands - http://landsnet.nps.gov/tractsnet/documents/DEPO/Metadata/depo_metadata.xml,
,CHAM,,Chamizal,National Memorial,,,2008/05/20,Lands - http://landsnet.nps.gov/tractsnet/documents/CHAM/Metadata/cham_metadata.xml,
,HAVO,,Hawai'i Volcanoes,National Park,,,2008/05/30,Lands - http://landsnet.nps.gov/tractsnet/documents/HAVO/Metadata/havo_metadata.xml,
,KAHO,,Kaloko-Honokohau,National Historical Park,,,2008/06/25,Lands - http://landsnet.nps.gov/tractsnet/documents/KAHO/Metadata/kaho_metadata.xml,
,CANA,,Canaveral,National Seashore,,,2008/07/30,Lands - http://landsnet.nps.gov/tractsnet/documents/CANA/Metadata/cana_metadata.xml,
,MEVE,,Mesa Verde,National Park,,,2008/08/22,Lands - http://landsnet.nps.gov/tractsnet/documents/MEVE/Metadata/meve_metadata.xml,
,VAFO,,Valley Forge,National Historical Park,,,2008/09/10,Lands - http://landsnet.nps.gov/tractsnet/documents/VAFO/Metadata/vafo_metadata.xml,
,CABR,,Cabrillo,National Monument,,,2008/08/28,Lands - http://landsnet.nps.gov/tractsnet/documents/CABR/Metadata/cabr_metadata.xml,
